,timestamp,image_path,Lat,Lon,GPS_MSL_Alt,WGS_84_Alt,Press_Alt,Grnd_Spd,True_Airspeed,Mach_Number,Vert_Velocity,True_Hdg,Track,Drift,Pitch,Roll,Ambient_Temp,Total_Temp,Static_Press,Dynamic_Press,Cabin_Pressure,Wind_Speed,Wind_Dir,Solar_Zenith,Sun_Elev_AC,Sun_Az_Grd,Sun_Az_AC,hour_of_day,day_of_year,validation_height,sequence_length,Estimated height,Diff,Speed
119940,18-04-2017 18:30:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_183025_frame_119940.jpg,33.73447116,-85.90389541,19988.1,19988.6,65102.5,199,198.2,0.686,-87,-114.81,242.6,-2.9,1.07,20.6,-65.5,-45.9,56.1,20.8,309.6,10.1,343.1,25,48.8,-152.2,-57.6,18.5,108,12262,241,15323,3061,0.059759228
120240,18-04-2017 18:30:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_183030_frame_120240.jpg,33.7307304,-85.91375914,19985.4,19986,65092.5,198.6,198.3,0.686,-108,-109.52,247.9,-2.9,1.04,20.61,-65.2,-45.6,56.1,20.8,309.8,9.9,345.7,25,47.9,-152.1,-60.7,18.5,108,13191,241,15496,2305,0.061971456
120540,18-04-2017 18:30:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_183035_frame_120540.jpg,33.72776631,-85.92361209,19982.3,19982.9,65082.5,198.2,198.2,0.686,-82,-104.29,253.3,-2.8,1.11,20.63,-65.4,-45.8,56.2,20.8,309.5,9.5,348.5,25,47.1,-152.1,-63.7,18.5,108,13281,241,15336,2055,0.059759228
120840,18-04-2017 18:30:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_183040_frame_120840.jpg,33.72560628,-85.93388445,19980,19980.4,65082.5,197.8,198.3,0.687,-78,-99.06,258.6,-2.7,1.11,20.57,-65.4,-45.8,56.2,20.8,309.5,9.1,350.4,25,46.4,-152.1,-66.7,18.5,108,13311,241,14188,877,0.047831652
121440,18-04-2017 18:30:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_183050_frame_121440.jpg,33.72334049,-85.95504858,19979.1,19978,65095,197.4,198.3,0.687,303,-91.9,264.1,-4.3,1.61,0.27,-65.3,-45.7,56.1,20.8,309.6,15.2,354.2,25,63.8,-152,-57,18.5,108,13521,541,44768094,44754573,-6.17E-06
121740,18-04-2017 18:30:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_183055_frame_121740.jpg,33.72246819,-85.96577429,19984.6,19984,65137.5,197.4,198.6,0.688,36,-93.24,264.7,-2.4,0.82,3.85,-65.2,-45.5,56,20.8,309.6,8.7,350.5,25,61.1,-152,-60.7,18.5,108,12262,241,8991,3271,0.025139602
122040,18-04-2017 18:31:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_183100_frame_122040.jpg,33.7217373,-85.97613075,19979.1,19981.4,65100,197.9,198.9,0.689,-433,-93.07,265.7,-1.5,0.23,4.63,-65.5,-45.8,56.1,21,308.7,5.3,350.1,25,60.7,-152,-62.4,18.51666667,108,13521,241,12466,1055,0.036879413
122340,18-04-2017 18:31:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_183105_frame_122340.jpg,33.7211727,-85.98677241,19964.6,19967.8,65042.5,198.8,199.5,0.691,-517,-91.73,266.9,-1.7,0.3,1.82,-65.4,-45.5,56.3,21.2,309.9,5.7,354.2,25,63.1,-152,-61,18.51666667,108,13551,241,6858,6693,0.02123576
122640,18-04-2017 18:31:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_183110_frame_122640.jpg,33.72069727,-85.99771102,19952.2,19954,65005,199.3,199.5,0.691,-194,-91.19,266.9,-2.3,0.88,-1.19,-65.4,-45.5,56.4,21.2,310.4,7.9,359.2,25,65.4,-151.9,-57.2,18.51666667,108,13551,241,13946,395,0.046467881
122940,18-04-2017 18:31:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_183115_frame_122940.jpg,33.72020601,-86.00828447,19948.1,19948.3,64992.5,199.6,199.6,0.692,53,-91.7,266.7,-1.9,1.14,-0.53,-65.2,-45.3,56.4,21.3,309.3,6.7,1,25,64.7,-151.9,-57,18.51666667,108,13521,241,13460,61,0.043084137
123240,18-04-2017 18:31:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_183120_frame_123240.jpg,33.71970435,-86.01885189,19949.7,19949.1,65000,199.7,200.2,0.693,125,-92.04,266.8,-1.5,1.11,0.44,-65.6,-45.7,56.4,21.4,309.6,5.3,359.1,25.1,63.9,-151.9,-57.8,18.51666667,108,13611,241,13511,100,0.043439736
123540,18-04-2017 18:31:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_183125_frame_123540.jpg,33.71921165,-86.02975731,19952.5,19952.1,65015,199.8,200.3,0.694,21,-91.74,266.9,-1.7,0.92,0.34,-65.3,-45.3,56.3,21.4,310.3,5.9,358.2,25.1,64.1,-151.9,-58.3,18.51666667,108,13641,241,13700,59,0.044746455
123840,18-04-2017 18:31:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_183130_frame_123840.jpg,33.71874913,-86.04030948,19952,19952.4,65007.5,200.1,200.4,0.694,-82,-91.58,267,-1.8,0.83,-0.18,-65.5,-45.6,56.4,21.4,310.3,6.1,0.6,25.1,64.6,-151.9,-58,18.51666667,108,13671,241,13669,2,0.044598129
124140,18-04-2017 18:31:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_183135_frame_124140.jpg,33.71828002,-86.05118792,19949.9,19950.3,64995,200.3,200.3,0.694,-55,-91.7,267,-1.6,0.93,-0.05,-65.3,-45.3,56.4,21.4,309.5,5.8,3.2,25.1,64.4,-151.8,-57.8,18.51666667,108,13641,241,13722,81,0.045037963
124440,18-04-2017 18:31:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_183140_frame_124440.jpg,33.71782621,-86.06205328,19949.6,19949.4,64990,200.5,200.5,0.694,35,-91.69,267.1,-1.6,1.04,0,-65.2,-45.2,56.4,21.5,309.9,5.6,3.3,25.1,64.3,-151.8,-57.7,18.51666667,108,11962,241,13910,1948,0.046495196
124740,18-04-2017 18:31:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_183145_frame_124740.jpg,33.71737986,-86.0725674,19951.2,19950.9,65005,200.6,200.9,0.695,21,-91.62,267.1,-1.6,0.91,-0.13,-65.2,-45.1,56.4,21.5,309.9,5.7,1.2,25.1,64.5,-151.8,-57.8,18.51666667,108,13641,241,13239,402,0.041852187
125040,18-04-2017 18:31:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_183150_frame_125040.jpg,33.71692625,-86.08341576,19951.7,19951.7,65002.5,200.8,200.8,0.695,-5,-91.61,267.1,-1.6,0.92,-0.1,-65.1,-44.9,56.4,21.5,309.9,5.7,4.1,25.1,64.4,-151.8,-57.8,18.51666667,108,13671,241,13688,17,0.044891736
125340,18-04-2017 18:31:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_183155_frame_125340.jpg,33.71648577,-86.09425397,19951.9,19951.9,65005,201,201.1,0.696,2,-91.55,267.1,-1.7,0.96,-0.24,-65.1,-44.9,56.4,21.5,309.4,5.8,3.5,25.1,64.5,-151.7,-57.6,18.51666667,108,12052,241,13702,1650,0.045037963
125640,18-04-2017 18:32:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_183200_frame_125640.jpg,33.7160444,-86.1050833,19952.6,19952.4,65002.5,201.1,201,0.696,35,-91.62,267.1,-1.6,1.03,-0.17,-65.2,-45.1,56.4,21.5,310.6,5.8,4.9,25.1,64.4,-151.7,-57.5,18.53333333,108,11932,241,14098,2166,0.048109471
125940,18-04-2017 18:32:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_183205_frame_125940.jpg,33.71559285,-86.11590677,19954.3,19953.9,65007.5,201.3,201.3,0.696,78,-91.63,267.1,-1.6,1.04,-0.14,-65.3,-45.1,56.4,21.6,310,5.6,6.3,25.1,64.4,-151.7,-57.5,18.53333333,108,11932,241,13851,1919,0.046194256
126240,18-04-2017 18:32:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_183210_frame_126240.jpg,33.71515316,-86.12672345,19956.9,19956.4,65015,201.3,201.4,0.697,63,-91.56,267.2,-1.7,0.98,-0.27,-65.1,-44.8,56.3,21.6,309.9,5.8,4.5,25.1,64.5,-151.7,-57.4,18.53333333,108,11992,241,13677,1685,0.044891736
126540,18-04-2017 18:32:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_183215_frame_126540.jpg,33.71470203,-86.13753602,19958.8,19958.5,65027.5,201.5,202,0.699,22,-91.42,267.1,-1.8,0.84,-0.34,-65,-44.7,56.3,21.7,309.3,6.3,359.8,25.1,64.6,-151.7,-57.7,18.53333333,108,12022,241,13548,1526,0.044011312
126840,18-04-2017 18:32:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_183220_frame_126840.jpg,33.71425342,-86.14834013,19958.9,19959.1,65027.5,201.7,202.3,0.7,-26,-91.35,267.1,-2,0.8,-0.6,-65.1,-44.7,56.3,21.8,309.1,6.8,357.8,25.1,64.9,-151.6,-57.6,18.53333333,108,12052,241,13415,1363,0.04315948
127140,18-04-2017 18:32:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_183225_frame_127140.jpg,33.71378934,-86.15913418,19958.3,19958.3,65025,201.9,202.6,0.701,-2,-91.47,267,-1.9,0.82,-0.57,-65.09344262,-44.59344262,56.3,21.9,311.3,6.8,357.7,25.1,64.8,-151.6,-57.4,18.53333333,108,12052,241,13400,1348,0.043107752
127440,18-04-2017 18:32:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_183230_frame_127440.jpg,33.71330251,-86.16991977,19958.5,19958.4,65027.5,202,202.9,0.702,28,-91.52,266.9,-2,0.81,-0.39,-65.1,-44.6,56.3,21.9,309.9,7,356,25.1,64.7,-151.6,-57.6,18.53333333,108,12082,241,13375,1293,0.042964537
127740,18-04-2017 18:32:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_183235_frame_127740.jpg,33.71281761,-86.18104244,19959.3,19959.1,65027.5,202.2,203.1,0.703,46,-91.61,266.9,-1.9,0.82,-0.26,-64.9,-44.4,56.3,22,310.4,6.7,355,25.1,64.6,-151.6,-57.6,18.53333333,108,12382,241,13505,1123,0.043867012
128040,18-04-2017 18:32:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_183240_frame_128040.jpg,33.71232869,-86.19181411,19960.8,19960.4,65032.5,202.2,203.2,0.703,110,-91.64,266.9,-1.9,0.91,-0.17,-64.9,-44.3,56.3,22,310.1,6.4,355.3,25.1,64.4,-151.6,-57.5,18.53333333,108,12382,241,13392,1010,0.043107752
128340,18-04-2017 18:32:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_183245_frame_128340.jpg,33.71183147,-86.20258403,19963.9,19963.3,65047.5,202.3,203.3,0.704,127,-91.57,266.9,-2,0.88,-0.29,-64.9,-44.3,56.3,22,309.8,6.9,355.1,25.1,64.6,-151.5,-57.5,18.53333333,108,12382,241,13591,1209,0.044449963
128640,18-04-2017 18:32:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_183250_frame_128640.jpg,33.7113402,-86.21335009,19966.4,19966.2,65057.5,202.4,203.5016393,0.704,33,-91.49,266.8,-2.1,0.8,-0.49,-64.8,-44.1,56.2,22.1,309.9,7.1,354.4,25.1,64.8,-151.5,-57.4,18.53333333,108,12382,241,13195,813,0.041852187
128940,18-04-2017 18:32:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_183255_frame_128940.jpg,33.71083226,-86.22445567,19966.6,19966.6,65055,202.5,203.6,0.704,-12,-91.79,266.8,-1.8,0.78,-0.23,-65,-44.3,56.2,22.1,310.5,6.4,353.1,25.1,64.5,-151.5,-57.5,18.53333333,108,12442,241,13345,903,0.04282227
129240,18-04-2017 18:33:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_183300_frame_129240.jpg,33.71033361,-86.23521201,19965.9,19966,65045,202.6,203.1,0.703,-16,-92.06,266.9,-1.5,0.75,0.39,-65.5,-45,56.3,22,310.1,5.2,1.1,25.1,64,-151.5,-57.9,18.55,108,12472,241,13499,1027,0.043867012
129540,18-04-2017 18:33:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_183305_frame_129540.jpg,33.70985219,-86.24595729,19965.2,19965.4,65047.5,202.8,203.1,0.704,-27,-91.97,267,-1.4,0.69,0.43,-65.4,-44.9,56.3,22,310,5.2,1.7,25.1,64,-151.4,-58.1,18.55,108,12382,241,13660,1278,0.045037963
129840,18-04-2017 18:33:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_183310_frame_129840.jpg,33.7093822,-86.25703496,19964.4,19964.5,65042.5,203,203.4,0.704,-28,-91.83,267.1,-1.5,0.72,0.1,-65.5,-44.9,56.3,22.1,310.1,5.2,1.8,25.1,64.3,-151.4,-57.8,18.55,108,11962,241,13305,1343,0.042680943
130140,18-04-2017 18:33:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_183315_frame_130140.jpg,33.70893334,-86.2677603,19964.1,19964,65042.5,203.1,203.6,0.705,-1,-91.72,267.2,-1.5,0.75,-0.07,-65.5,-44.9,56.3,22.2,309.8,5.2,0.1,25.1,64.4,-151.4,-57.7,18.55,108,12022,241,12858,836,0.040017202
130440,18-04-2017 18:33:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_183320_frame_130440.jpg,33.70848996,-86.27882121,19964.4,19964.2,65045,203.2,204.4,0.707,18,-91.66,267.2,-1.6,0.71,-0.19,-65.2,-44.4,56.3,22.3,310.1,5.5,356.7,25.1,64.5,-151.4,-57.6,18.55,108,12082,241,12405,323,0.037635411
130740,18-04-2017 18:33:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_183325_frame_130740.jpg,33.70803875,-86.28987667,19964.8,19964.8,65042.5,203.3,204.4,0.707,-13,-91.69,267.2,-1.5,0.7,-0.27,-65.2,-44.4,56.3,22.3,309.9,5.5,355.2,25.1,64.6,-151.4,-57.5,18.55,108,12052,241,,,
131040,18-04-2017 18:33:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_183330_frame_131040.jpg,33.70759449,-86.30058231,19964.5,19964.6,65045,203.5,204.1,0.707,-8,-91.87,267.2,-1.3,0.74,-0.03,-65.3,-44.5,56.3,22.2,310.6,4.8,359.5,25.1,64.4,-151.3,-57.5,18.55,108,12082,241,,,
