,timestamp,image_path,Lat,Lon,GPS_MSL_Alt,WGS_84_Alt,Press_Alt,Grnd_Spd,True_Airspeed,Mach_Number,Vert_Velocity,True_Hdg,Track,Drift,Pitch,Roll,Ambient_Temp,Total_Temp,Static_Press,Dynamic_Press,Cabin_Pressure,Wind_Speed,Wind_Dir,Solar_Zenith,Sun_Elev_AC,Sun_Az_Grd,Sun_Az_AC,hour_of_day,day_of_year,validation_height,sequence_length,Estimated height,Diff,Speed
44640,18-04-2017 18:09:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_180930_frame_44640.jpg,35.7696468,-86.23712333,19944.7,19944.5,65030,211.6,202.3,0.693,26,85.83,86.4,0.5,1.05,-0.09,-60.7,-40.3,56.3,21.3,309.9,10.9,275.8,25.3,64.9,-166,106.6,18.15,108,13011,241,9716,3295,0.02896683
44940,18-04-2017 18:09:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_180935_frame_44940.jpg,35.77023972,-86.22542103,19945.3,19945.2,65032.5,211.6,202.4,0.693,-3,85.91,86.4,0.5,1.04,-0.1,-60.6,-40.2,56.3,21.3,309.3,10.6,275.5,25.3,64.9,-165.9,106.6,18.15,108,13011,241,10277,2734,0.030645564
45240,18-04-2017 18:09:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_180940_frame_45240.jpg,35.7708217,-86.21372694,19945,19945.1,65032.5,211.8,202.9,0.695,-44,85.96,86.4,0.4,0.94,-0.32,-60.9,-40.4,56.3,21.5,310.1,10.1,274.8,25.3,64.6,-165.9,106.7,18.15,108,13041,241,12607,434,0.040415843
45540,18-04-2017 18:09:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_180945_frame_45540.jpg,35.77140674,-86.20204047,19944.5,19944.4,65032.5,211.9,203.2,0.696,39,85.92,86.4,0.5,1.07,-0.25,-60.8,-40.2,56.3,21.5,311.4,10.1,275.4,25.3,64.7,-165.8,106.6,18.15,108,13011,241,11370,1641,0.034604969
45840,18-04-2017 18:09:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_180950_frame_45840.jpg,35.77200087,-86.19035174,19946,19945.6,65035,211.9,203.3,0.697,88,85.91,86.4,0.5,1.08,-0.15,-60.8,-40.2,56.3,21.6,310.1,10,275.7,25.3,64.8,-165.7,106.7,18.15,108,13011,241,9469,3542,0.02831914
46140,18-04-2017 18:09:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_180955_frame_46140.jpg,35.77258583,-86.17866964,19948,19947.7,65040,212,203.1,0.696,35,86.02,86.4,0.4,1.03,-0.27,-60.8,-40.2,56.3,21.5,309.3,10,273.7,25.3,64.7,-165.6,106.7,18.15,108,13041,241,8841,4200,0.02672417
46440,18-04-2017 18:10:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_181000_frame_46440.jpg,35.77317221,-86.16699163,19948.6,19948.6,65037.5,212,203.1,0.696,-3,85.94,86.4,0.4,1.04,-0.27,-60.8,-40.2,56.3,21.5,309.9,10.1,274.4,25.3,64.7,-165.6,106.9,18.16666667,108,13071,241,8585,4486,0.026120721
46740,18-04-2017 18:10:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_181005_frame_46740.jpg,35.77376734,-86.15531179,19948.6,19948.6,65037.5,212.1,202.9,0.695,16,85.81,86.4,0.5,1.12,-0.14,-60.5,-40,56.3,21.4,309.8,10.3,277.5,25.3,64.8,-165.5,107,18.16666667,108,13071,241,6881,6190,0.022726234
47040,18-04-2017 18:10:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_181010_frame_47040.jpg,35.77435171,-86.14363865,19949.7,19949.4,65040,212.1,202.6,0.694,43,85.82,86.5,0.6,1.14,0.02,-60.5,-40,56.3,21.4,310.5,11,277.8,25.4,65,-165.4,107.1,18.16666667,108,13101,241,7754,5347,0.024351864
47340,18-04-2017 18:10:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_181015_frame_47340.jpg,35.77493353,-86.13196283,19951.3,19951,65045,212.1,202.7,0.694,29,85.92,86.5,0.5,1.05,-0.07,-60.7,-40.2,56.3,21.4,309.9,10.8,277.1,25.4,64.8,-165.3,107.2,18.16666667,108,13071,241,6710,6361,0.022427205
47640,18-04-2017 18:10:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_181020_frame_47640.jpg,35.77550398,-86.12029505,19952.4,19952.2,65040,212.2,202.7,0.694,24,86.05,86.5,0.4,1.04,-0.23,-60.6,-40.1,56.3,21.4,310.3,10.7,274.4,25.4,64.7,-165.3,107.1,18.16666667,108,13101,241,4812,8289,0.019622239
47940,18-04-2017 18:10:25,60fps_v1/20170418/170418_175706_183328_frames/20170418_181025_frame_47940.jpg,35.77607444,-86.10863313,19953.7,19953.5,65052.5,212.3,202.8,0.694,0,86.01,86.5,0.5,0.92,-0.39,-60.4,-39.9,56.2,21.4,310.5,10.9,275.2,25.4,64.5,-165.2,107.3,18.16666667,108,13131,241,4308,8823,0.018997327
48240,18-04-2017 18:10:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_181030_frame_48240.jpg,35.77665533,-86.0969765,19953.9,19954,65055,212.5,203.1,0.695,-43,85.97,86.5,0.5,0.9,-0.22,-60.7,-40.1,56.2,21.4,310,11,275.4,25.4,64.6,-165.1,107.6,18.16666667,108,13131,241,4293,8838,0.018997327
48540,18-04-2017 18:10:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_181035_frame_48540.jpg,35.77723208,-86.08533487,19952.9,19953.2,65052.5,212.7,203.2,0.696,-82,85.98,86.5,0.5,0.87,-0.26,-60.6,-40,56.2,21.5,309.9,11,275.5,25.4,64.6,-165.1,107.7,18.16666667,108,13131,241,3663,9468,0.018280142
48840,18-04-2017 18:10:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_181040_frame_48840.jpg,35.77780916,-86.0737043,19951.3,19951.5,65035,212.9,203.2,0.696,-43,86.04,86.5,0.4,0.97,-0.29,-60.6,-40,56.3,21.5,309.6,10.9,274.5,25.4,64.6,-165,107.5,18.16666667,108,13131,241,2053,11078,0.016653437
49140,18-04-2017 18:10:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_181045_frame_49140.jpg,35.77839248,-86.06207809,19951.2,19951.1,65040,213,203.4,0.696,13,86.04,86.5,0.4,0.97,-0.28,-60.5,-39.9,56.3,21.5,310.1,10.9,273.6,25.4,64.6,-164.9,107.6,18.16666667,108,13101,241,289,12812,0.015166442
49440,18-04-2017 18:10:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_181050_frame_49440.jpg,35.77897274,-86.05011848,19951.8,19951.7,65045,213.2,203.4,0.697,7,86.02,86.5,0.4,0.92,-0.31,-60.5,-39.9,56.3,21.6,310.1,10.8,273.8,25.4,64.5,-164.8,107.7,18.16666667,108,13101,241,1328,11773,0.016026976
49740,18-04-2017 18:10:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_181055_frame_49740.jpg,35.77956042,-86.03850617,19952.4,19952.2,65045,213.3,203.7,0.697,20,86.03,86.5,0.4,0.93,-0.22,-60.5,-39.9,56.3,21.6,309.4,11,273.4,25.4,64.6,-164.8,107.8,18.16666667,108,13131,241,1670,11461,0.016334202
50040,18-04-2017 18:11:00,60fps_v1/20170418/170418_175706_183328_frames/20170418_181100_frame_50040.jpg,35.78014328,-86.02656249,19952.8,19952.8,65050,213.5,203.6,0.697,-25,86.11,86.5,0.3,0.87,-0.34,-60.7,-40,56.3,21.6,309,11,272.3,25.4,64.5,-164.7,107.9,18.18333333,108,13131,241,3116,10015,0.01775283
50340,18-04-2017 18:11:05,60fps_v1/20170418/170418_175706_183328_frames/20170418_181105_frame_50340.jpg,35.78073,-86.01497122,19951.8,19952.1,65047.5,213.7,204,0.698,-74,86.18,86.5,0.2,0.81,-0.45,-60.7,-39.9,56.3,21.6,309.4,11.1,270.5,25.4,64.3,-164.6,107.9,18.18333333,108,13101,241,5160,7941,0.020226233
50640,18-04-2017 18:11:10,60fps_v1/20170418/170418_175706_183328_frames/20170418_181110_frame_50640.jpg,35.78132773,-86.00304454,19949.5,19949.9,65042.5,213.9,204.1,0.699,-73,86.14,86.4,0.2,0.81,-0.38,-60.5,-39.7,56.3,21.7,309.9,11,271,25.4,64.4,-164.5,108.1,18.18333333,108,13071,241,7925,5146,0.024905315
50940,18-04-2017 18:11:15,60fps_v1/20170418/170418_175706_183328_frames/20170418_181115_frame_50940.jpg,35.78192794,-85.9914749,19947.6,19947.9,65030,214.1,204.5,0.7,-16,86.22,86.4,0.1,0.88,-0.41,-60.8,-39.9,56.3,21.8,310,10.8,268.4,25.4,64.4,-164.5,107.9,18.18333333,108,13041,241,9666,3375,0.029155539
51240,18-04-2017 18:11:20,60fps_v1/20170418/170418_175706_183328_frames/20170418_181120_frame_51240.jpg,35.78253506,-85.979568,19947.3,19947.3,65032.5,214.1,204.8,0.702,22,86.13,86.3,0.2,0.95,-0.39,-60.7,-39.7,56.3,21.9,309.8,10.5,269,25.5,64.4,-164.4,108,18.18333333,108,12951,241,-85362,98313,0.002845967
51840,18-04-2017 18:11:30,60fps_v1/20170418/170418_175706_183328_frames/20170418_181130_frame_51840.jpg,35.78292129,-85.95616017,19935.4,19938.6,64962.5,215.2,205.8,0.705,-641,92.25,93.2,0.8,0.56,21.48,-61,-39.8,56.5,22.2,309.9,11,290.7,25.5,83.5,-164.3,148.6,18.18333333,108,12891,541,14777,1886,0.058415477
52140,18-04-2017 18:11:35,60fps_v1/20170418/170418_175706_183328_frames/20170418_181135_frame_52140.jpg,35.78194068,-85.94427673,19923.7,19924.7,64900,215.4,205.8,0.705,-5,99.15,98.5,-0.8,1.35,20.62,-60.8,-39.8,56.7,22.2,310.1,10.9,265.7,25.5,84.9,-164.2,111.7,18.18333333,108,12831,241,14358,1527,0.054225263
52440,18-04-2017 18:11:40,60fps_v1/20170418/170418_175706_183328_frames/20170418_181140_frame_52440.jpg,35.78006744,-85.93254753,19932.8,19929.1,64952.5,214.3,204.8,0.702,825,105.04,103.9,-1.3,2.42,20.45,-60.9,-40,56.5,22,311.1,11.5,259.8,25.5,84.7,-164.1,72.3,18.18333333,108,12831,241,12699,132,0.04154143
52740,18-04-2017 18:11:45,60fps_v1/20170418/170418_175706_183328_frames/20170418_181145_frame_52740.jpg,35.77736318,-85.92117497,19959.8,19953.8,65077.5,212.7,204,0.699,1051,109.84,108.8,-1.2,2.46,20.03,-60.9,-40.1,56.2,21.7,309.9,10.5,265.1,25.5,83.4,-164,55.9,18.18333333,108,12831,241,11836,995,0.036706726
53040,18-04-2017 18:11:50,60fps_v1/20170418/170418_175706_183328_frames/20170418_181150_frame_53040.jpg,35.77392819,-85.91045165,19985.1,19981.1,65172.5,211.8,203.3,0.697,538,114.3,113.4,-1.1,1.48,20.27,-61,-40.4,55.9,21.4,310.4,10.2,271.3,25.5,83.1,-164,47.3,18.18333333,108,12861,241,-1235,14096,0.013972979
53340,18-04-2017 18:11:55,60fps_v1/20170418/170418_175706_183328_frames/20170418_181155_frame_53340.jpg,35.76980371,-85.90001516,19993.2,19993.2,65187.5,211.7,203.3,0.697,-234,118.98,118.2,-1,0.44,24.07,-61.2,-40.6,55.9,21.4,310,10,277.6,25.5,84.3,-163.9,9.8,18.18333333,108,12861,241,13608,747,0.04641745
